"","GENE","CANCER_TYPE","SITE","HALLMARK"
"4207","PIM1","NHL","Haematolymphoid","escaping programmed cell death"
"4208","PIM1","NHL","Haematolymphoid","change of cellular energetics"
"4209","PIM1","NHL","Haematolymphoid","invasion and metastasis"
"4210","PIM1","NHL","Haematolymphoid","angiogenesis"
"4211","PIM1","NHL","Haematolymphoid","proliferative signalling"
"4212","PLCG1","RCC","Urinary and male genital","escaping programmed cell death"
"4213","PLCG1","RCC","Urinary and male genital","invasion and metastasis"
"4214","PLCG1","RCC","Urinary and male genital","proliferative signalling"
"4215","PLCG1","ANGS","Soft tissue and bone","escaping programmed cell death"
"4216","PLCG1","ANGS","Soft tissue and bone","invasion and metastasis"
"4217","PLCG1","ANGS","Soft tissue and bone","proliferative signalling"
"4218","PMS2","HCC","Digestive system","genome instability and mutations"
"4219","PMS2","HCC","Digestive system","invasion and metastasis"
"4220","PMS2","HCC","Digestive system","escaping programmed cell death"
"4221","PMS2","HCC","Digestive system","suppression of growth"
"4222","POLD1","HCC","Digestive system","proliferative signalling"
"4223","POLD1","HCC","Digestive system","genome instability and mutations"
"4224","POLD1","HCC","Digestive system","invasion and metastasis"
"4225","POLD1","HCC","Digestive system","escaping immune response to cancer"
"4226","POLD1","ESCA","Digestive system","proliferative signalling"
"4227","POLD1","ESCA","Digestive system","genome instability and mutations"
"4228","POLD1","ESCA","Digestive system","invasion and metastasis"
"4229","POLD1","ESCA","Digestive system","escaping immune response to cancer"
"4230","POLD1","BRCA","Breast","proliferative signalling"
"4231","POLD1","BRCA","Breast","genome instability and mutations"
"4232","POLD1","BRCA","Breast","invasion and metastasis"
"4233","POLD1","BRCA","Breast","escaping immune response to cancer"
"4234","POLE","ACC","Endocrine and neuroendocrine","proliferative signalling"
"4235","POLE","ACC","Endocrine and neuroendocrine","escaping immune response to cancer"
"4236","POLE","ACC","Endocrine and neuroendocrine","genome instability and mutations"
"4237","POLE","ACC","Endocrine and neuroendocrine","change of cellular energetics"
"4238","PPM1D","BRCA","Breast","genome instability and mutations"
"4239","PPM1D","BRCA","Breast","escaping programmed cell death"
"4240","PPM1D","BRCA","Breast","proliferative signalling"
"4241","PPM1D","HGGNOS","Central nervous system","genome instability and mutations"
"4242","PPM1D","HGGNOS","Central nervous system","escaping programmed cell death"
"4243","PPM1D","HGGNOS","Central nervous system","proliferative signalling"
"4244","PPM1D","LUAD","Thoracic","genome instability and mutations"
"4245","PPM1D","LUAD","Thoracic","escaping programmed cell death"
"4246","PPM1D","LUAD","Thoracic","proliferative signalling"
"4247","PPM1D","WDTC","Endocrine and neuroendocrine","genome instability and mutations"
"4248","PPM1D","WDTC","Endocrine and neuroendocrine","escaping programmed cell death"
"4249","PPM1D","WDTC","Endocrine and neuroendocrine","proliferative signalling"
"4250","PPM1D","BCC","Skin","genome instability and mutations"
"4251","PPM1D","BCC","Skin","escaping programmed cell death"
"4252","PPM1D","BCC","Skin","proliferative signalling"
"4253","PPP2R1A","UCS","Female genital","invasion and metastasis"
"4254","PPP2R1A","UCS","Female genital","proliferative signalling"
"4255","PPP2R1A","UCS","Female genital","suppression of growth"
"4256","PPP2R1A","UCS","Female genital","tumour promoting inflammation"
"4257","PPP2R1A","OVT","Female genital","invasion and metastasis"
"4258","PPP2R1A","OVT","Female genital","proliferative signalling"
"4259","PPP2R1A","OVT","Female genital","suppression of growth"
"4260","PPP2R1A","OVT","Female genital","tumour promoting inflammation"
"4261","PPP2R1A","UCEC","Female genital","invasion and metastasis"
"4262","PPP2R1A","UCEC","Female genital","proliferative signalling"
"4263","PPP2R1A","UCEC","Female genital","suppression of growth"
"4264","PPP2R1A","UCEC","Female genital","tumour promoting inflammation"
"4265","PPP2R1A","WDTC","Endocrine and neuroendocrine","invasion and metastasis"
"4266","PPP2R1A","WDTC","Endocrine and neuroendocrine","proliferative signalling"
"4267","PPP2R1A","WDTC","Endocrine and neuroendocrine","suppression of growth"
"4268","PPP2R1A","WDTC","Endocrine and neuroendocrine","tumour promoting inflammation"
"4269","PPP2R1A","ACYC","Head and neck","invasion and metastasis"
"4270","PPP2R1A","ACYC","Head and neck","proliferative signalling"
"4271","PPP2R1A","ACYC","Head and neck","suppression of growth"
"4272","PPP2R1A","ACYC","Head and neck","tumour promoting inflammation"
"4273","PPP2R1A","UM","Skin","invasion and metastasis"
"4274","PPP2R1A","UM","Skin","proliferative signalling"
"4275","PPP2R1A","UM","Skin","suppression of growth"
"4276","PPP2R1A","UM","Skin","tumour promoting inflammation"
"4277","PPP2R1A","COADREAD","Digestive system","invasion and metastasis"
"4278","PPP2R1A","COADREAD","Digestive system","proliferative signalling"
"4279","PPP2R1A","COADREAD","Digestive system","suppression of growth"
"4280","PPP2R1A","COADREAD","Digestive system","tumour promoting inflammation"
"4281","PPP6C","MEL","Skin","genome instability and mutations"
"4282","PPP6C","BCC","Skin","genome instability and mutations"
"4283","PRDM1","AML","Haematolymphoid","suppression of growth"
"4284","PRDM1","AML","Haematolymphoid","invasion and metastasis"
"4285","PRDM1","AML","Haematolymphoid","proliferative signalling"
"4286","PRDM1","AML","Haematolymphoid","escaping immune response to cancer"
"4287","PRDM1","AML","Haematolymphoid","escaping programmed cell death"
"4288","PRDM1","AML","Haematolymphoid","tumour promoting inflammation"
"4289","PRDM1","DLBCLNOS","Soft tissue and bone","suppression of growth"
"4290","PRDM1","DLBCLNOS","Soft tissue and bone","invasion and metastasis"
"4291","PRDM1","DLBCLNOS","Soft tissue and bone","proliferative signalling"
"4292","PRDM1","DLBCLNOS","Soft tissue and bone","escaping immune response to cancer"
"4293","PRDM1","DLBCLNOS","Soft tissue and bone","escaping programmed cell death"
"4294","PRDM1","DLBCLNOS","Soft tissue and bone","tumour promoting inflammation"
"4295","PRDM1","PRAD","Urinary and male genital","suppression of growth"
"4296","PRDM1","PRAD","Urinary and male genital","invasion and metastasis"
"4297","PRDM1","PRAD","Urinary and male genital","proliferative signalling"
"4298","PRDM1","PRAD","Urinary and male genital","escaping immune response to cancer"
"4299","PRDM1","PRAD","Urinary and male genital","escaping programmed cell death"
"4300","PRDM1","PRAD","Urinary and male genital","tumour promoting inflammation"
"4301","PRDM1","PCM","Haematolymphoid","suppression of growth"
"4302","PRDM1","PCM","Haematolymphoid","invasion and metastasis"
"4303","PRDM1","PCM","Haematolymphoid","proliferative signalling"
"4304","PRDM1","PCM","Haematolymphoid","escaping immune response to cancer"
"4305","PRDM1","PCM","Haematolymphoid","escaping programmed cell death"
"4306","PRDM1","PCM","Haematolymphoid","tumour promoting inflammation"
"4307","PRDM1","NHL","Haematolymphoid","suppression of growth"
"4308","PRDM1","NHL","Haematolymphoid","invasion and metastasis"
"4309","PRDM1","NHL","Haematolymphoid","proliferative signalling"
"4310","PRDM1","NHL","Haematolymphoid","escaping immune response to cancer"
"4311","PRDM1","NHL","Haematolymphoid","escaping programmed cell death"
"4312","PRDM1","NHL","Haematolymphoid","tumour promoting inflammation"
"4313","PRDM16","PCM","Haematolymphoid","escaping programmed cell death"
"4314","PREX2","BLCA","Urinary and male genital","invasion and metastasis"
"4315","PREX2","COAD","Digestive system","invasion and metastasis"
"4316","PREX2","DLBCLNOS","Soft tissue and bone","invasion and metastasis"
"4317","PREX2","ESCA","Digestive system","invasion and metastasis"
"4318","PREX2","HCC","Digestive system","invasion and metastasis"
"4319","PREX2","PRAD","Urinary and male genital","invasion and metastasis"
"4320","PREX2","PANCREAS","Digestive system","invasion and metastasis"
"4321","PREX2","OVT","Female genital","invasion and metastasis"
"4322","PREX2","MEL","Skin","invasion and metastasis"
"4323","PRKAR1A","MBL","Central nervous system","proliferative signalling"
"4324","PRKAR1A","MBL","Central nervous system","invasion and metastasis"
"4325","PRKAR1A","MBL","Central nervous system","escaping programmed cell death"
"4326","PRKAR1A","ACC","Endocrine and neuroendocrine","proliferative signalling"
"4327","PRKAR1A","ACC","Endocrine and neuroendocrine","invasion and metastasis"
"4328","PRKAR1A","ACC","Endocrine and neuroendocrine","escaping programmed cell death"
"4329","PSIP1","BLCA","Urinary and male genital","invasion and metastasis"
"4330","PSIP1","BLCA","Urinary and male genital","genome instability and mutations"
"4331","PSIP1","BLCA","Urinary and male genital","escaping programmed cell death"
"4332","PTCH1","ANGS","Soft tissue and bone","change of cellular energetics"
"4333","PTCH1","ANGS","Soft tissue and bone","suppression of growth"
"4334","PTCH1","MBL","Central nervous system","change of cellular energetics"
"4335","PTCH1","MBL","Central nervous system","suppression of growth"
"4336","PTCH1","BCC","Skin","change of cellular energetics"
"4337","PTCH1","BCC","Skin","suppression of growth"
"4338","PTCH1","PLMESO","Soft tissue and bone","change of cellular energetics"
"4339","PTCH1","PLMESO","Soft tissue and bone","suppression of growth"
"4340","PTCH1","ESCA","Digestive system","change of cellular energetics"
"4341","PTCH1","ESCA","Digestive system","suppression of growth"
"4342","PTCH1","OS","Soft tissue and bone","change of cellular energetics"
"4343","PTCH1","OS","Soft tissue and bone","suppression of growth"
"4344","PTCH1","CHOL","Digestive system","change of cellular energetics"
"4345","PTCH1","CHOL","Digestive system","suppression of growth"
"4346","PTEN","CHRCC","Urinary and male genital","invasion and metastasis"
"4347","PTEN","CHRCC","Urinary and male genital","cell replicative immortality"
"4348","PTEN","CHRCC","Urinary and male genital","genome instability and mutations"
"4349","PTEN","CHRCC","Urinary and male genital","change of cellular energetics"
"4350","PTEN","CHRCC","Urinary and male genital","suppression of growth"
"4351","PTEN","CHRCC","Urinary and male genital","escaping programmed cell death"
"4352","PTEN","CHRCC","Urinary and male genital","escaping immune response to cancer"
"4353","PTEN","CESC","Female genital","invasion and metastasis"
"4354","PTEN","CESC","Female genital","cell replicative immortality"
"4355","PTEN","CESC","Female genital","genome instability and mutations"
"4356","PTEN","CESC","Female genital","change of cellular energetics"
"4357","PTEN","CESC","Female genital","suppression of growth"
"4358","PTEN","CESC","Female genital","escaping programmed cell death"
"4359","PTEN","CESC","Female genital","escaping immune response to cancer"
"4360","PTEN","BRCA","Breast","invasion and metastasis"
"4361","PTEN","BRCA","Breast","cell replicative immortality"
"4362","PTEN","BRCA","Breast","genome instability and mutations"
"4363","PTEN","BRCA","Breast","change of cellular energetics"
"4364","PTEN","BRCA","Breast","suppression of growth"
"4365","PTEN","BRCA","Breast","escaping programmed cell death"
"4366","PTEN","BRCA","Breast","escaping immune response to cancer"
"4367","PTEN","MEL","Skin","invasion and metastasis"
"4368","PTEN","MEL","Skin","cell replicative immortality"
"4369","PTEN","MEL","Skin","genome instability and mutations"
"4370","PTEN","MEL","Skin","change of cellular energetics"
"4371","PTEN","MEL","Skin","suppression of growth"
"4372","PTEN","MEL","Skin","escaping programmed cell death"
"4373","PTEN","MEL","Skin","escaping immune response to cancer"
"4374","PTEN","PRAD","Urinary and male genital","invasion and metastasis"
"4375","PTEN","PRAD","Urinary and male genital","cell replicative immortality"
"4376","PTEN","PRAD","Urinary and male genital","genome instability and mutations"
"4377","PTEN","PRAD","Urinary and male genital","change of cellular energetics"
"4378","PTEN","PRAD","Urinary and male genital","suppression of growth"
"4379","PTEN","PRAD","Urinary and male genital","escaping programmed cell death"
"4380","PTEN","PRAD","Urinary and male genital","escaping immune response to cancer"
"4381","PTEN","CHOL","Digestive system","invasion and metastasis"
"4382","PTEN","CHOL","Digestive system","cell replicative immortality"
"4383","PTEN","CHOL","Digestive system","genome instability and mutations"
"4384","PTEN","CHOL","Digestive system","change of cellular energetics"
"4385","PTEN","CHOL","Digestive system","suppression of growth"
"4386","PTEN","CHOL","Digestive system","escaping programmed cell death"
"4387","PTEN","CHOL","Digestive system","escaping immune response to cancer"
"4388","PTEN","CCRCC","Urinary and male genital","invasion and metastasis"
"4389","PTEN","CCRCC","Urinary and male genital","cell replicative immortality"
"4390","PTEN","CCRCC","Urinary and male genital","genome instability and mutations"
"4391","PTEN","CCRCC","Urinary and male genital","change of cellular energetics"
"4392","PTEN","CCRCC","Urinary and male genital","suppression of growth"
"4393","PTEN","CCRCC","Urinary and male genital","escaping programmed cell death"
"4394","PTEN","CCRCC","Urinary and male genital","escaping immune response to cancer"
"4395","PTEN","UCEC","Female genital","invasion and metastasis"
"4396","PTEN","UCEC","Female genital","cell replicative immortality"
"4397","PTEN","UCEC","Female genital","genome instability and mutations"
"4398","PTEN","UCEC","Female genital","change of cellular energetics"
"4399","PTEN","UCEC","Female genital","suppression of growth"
"4400","PTEN","UCEC","Female genital","escaping programmed cell death"
"4401","PTEN","UCEC","Female genital","escaping immune response to cancer"
"4402","PTEN","ANSC","Digestive system","invasion and metastasis"
"4403","PTEN","ANSC","Digestive system","cell replicative immortality"
"4404","PTEN","ANSC","Digestive system","genome instability and mutations"
"4405","PTEN","ANSC","Digestive system","change of cellular energetics"
"4406","PTEN","ANSC","Digestive system","suppression of growth"
"4407","PTEN","ANSC","Digestive system","escaping programmed cell death"
"4408","PTEN","ANSC","Digestive system","escaping immune response to cancer"
"4409","PTEN","GBM","Central nervous system","invasion and metastasis"
"4410","PTEN","GBM","Central nervous system","cell replicative immortality"
"4411","PTEN","GBM","Central nervous system","genome instability and mutations"
"4412","PTEN","GBM","Central nervous system","change of cellular energetics"
"4413","PTEN","GBM","Central nervous system","suppression of growth"
"4414","PTEN","GBM","Central nervous system","escaping programmed cell death"
"4415","PTEN","GBM","Central nervous system","escaping immune response to cancer"
"4416","PTEN","LUSC","Thoracic","invasion and metastasis"
"4417","PTEN","LUSC","Thoracic","cell replicative immortality"
"4418","PTEN","LUSC","Thoracic","genome instability and mutations"
"4419","PTEN","LUSC","Thoracic","change of cellular energetics"
